,state,city,city_state,n_killed,n_injured,population,killed_normalized,injured_normalized,kill_million,injured_million,total
2617,California,Loma Mar,"Loma Mar, California",0,0,172,0,0,0,0,0
2618,California,Loma Rica,"Loma Rica, California",0,0,3178,0,0,0,0,0
2620,California,Lompico,"Lompico, California",0,0,1035,0,0,0,0,0
2622,California,London,"London, California",0,0,1690,0,0,0,0,0
2623,California,Lone Pine,"Lone Pine, California",0,0,1807,0,0,0,0,0
2624,California,Long Barn,"Long Barn, California",0,0,102,0,0,0,0,0
2626,California,Lookout,"Lookout, California",0,0,44,0,0,0,0,0
2629,California,Los Alamos,"Los Alamos, California",0,0,1634,0,0,0,0,0
2630,California,Los Altos,"Los Altos, California",0,0,30089,0,0,0,0,0
2631,California,Los Altos Hills,"Los Altos Hills, California",0,0,8423,0,0,0,0,0
2634,California,Los Berros,"Los Berros, California",0,0,528,0,0,0,0,0
2636,California,Los Molinos,"Los Molinos, California",0,0,1746,0,0,0,0,0
2637,California,Los Olivos,"Los Olivos, California",0,0,791,0,0,0,0,0
2638,California,Los Osos,"Los Osos, California",0,0,16533,0,0,0,0,0
2639,California,Los Ranchos,"Los Ranchos, California",0,0,1639,0,0,0,0,0
2641,California,Lower Lake,"Lower Lake, California",0,0,1355,0,0,0,0,0
2642,California,Loyalton,"Loyalton, California",0,0,702,0,0,0,0,0
2643,California,Loyola,"Loyola, California",0,0,3367,0,0,0,0,0
2644,California,Lucas Valley-Marinwood,"Lucas Valley-Marinwood, California",0,0,6686,0,0,0,0,0
2646,California,Lucerne Valley,"Lucerne Valley, California",0,0,5956,0,0,0,0,0
2648,California,Lytle Creek,"Lytle Creek, California",0,0,673,0,0,0,0,0
2649,California,Mabie,"Mabie, California",0,0,25,0,0,0,0,0
2650,California,Macdoel,"Macdoel, California",0,0,54,0,0,0,0,0
2653,California,Madera Acres,"Madera Acres, California",0,0,9857,0,0,0,0,0
2654,California,Madison,"Madison, California",0,0,581,0,0,0,0,0
2655,California,Magalia,"Magalia, California",0,0,11476,0,0,0,0,0
2656,California,Malaga,"Malaga, California",0,0,1186,0,0,0,0,0
2658,California,Mammoth Lakes,"Mammoth Lakes, California",0,0,8235,0,0,0,0,0
2660,California,Manhattan Beach,"Manhattan Beach, California",0,0,35183,0,0,0,0,0
2661,California,Manila,"Manila, California",0,0,793,0,0,0,0,0
2663,California,Manton,"Manton, California",0,0,350,0,0,0,0,0
2664,California,March ARB,"March ARB, California",0,0,989,0,0,0,0,0
2665,California,Maricopa,"Maricopa, California",0,0,1192,0,0,0,0,0
2668,California,Marina del Rey,"Marina del Rey, California",0,0,9852,0,0,0,0,0
2670,California,Markleeville,"Markleeville, California",0,0,132,0,0,0,0,0
2671,California,Martell,"Martell, California",0,0,400,0,0,0,0,0
2674,California,Matheny,"Matheny, California",0,0,1137,0,0,0,0,0
2676,California,Maxwell,"Maxwell, California",0,0,1076,0,0,0,0,0
2677,California,Mayfair,"Mayfair, California",0,0,4950,0,0,0,0,0
2678,California,Mayflower Village,"Mayflower Village, California",0,0,5873,0,0,0,0,0
2680,California,McArthur,"McArthur, California",0,0,446,0,0,0,0,0
2681,California,McClellan Park,"McClellan Park, California",0,0,1046,0,0,0,0,0
2682,California,McClenney Tract,"McClenney Tract, California",0,0,47,0,0,0,0,0
2683,California,McCloud,"McCloud, California",0,0,1020,0,0,0,0,0
2685,California,McKinleyville,"McKinleyville, California",0,0,17208,0,0,0,0,0
2686,California,McKittrick,"McKittrick, California",0,0,116,0,0,0,0,0
2687,California,McSwain,"McSwain, California",0,0,4399,0,0,0,0,0
2688,California,Mead Valley,"Mead Valley, California",0,0,20145,0,0,0,0,0
2689,California,Meadow Valley,"Meadow Valley, California",0,0,420,0,0,0,0,0
2691,California,Meadowbrook,"Meadowbrook, California",0,0,3414,0,0,0,0,0
2693,California,Meiners Oaks,"Meiners Oaks, California",0,0,3569,0,0,0,0,0
2698,California,Mentone,"Mentone, California",0,0,9793,0,0,0,0,0
2700,California,Meridian,"Meridian, California",0,0,371,0,0,0,0,0
2702,California,Mesa Verde,"Mesa Verde, California",0,0,913,0,0,0,0,0
2703,California,Mesa Vista,"Mesa Vista, California",0,0,228,0,0,0,0,0
2704,California,Mettler,"Mettler, California",0,0,157,0,0,0,0,0
2705,California,Mexican Colony,"Mexican Colony, California",0,0,423,0,0,0,0,0
2706,California,Mi-Wuk Village,"Mi-Wuk Village, California",0,0,880,0,0,0,0,0
2707,California,Middletown,"Middletown, California",0,0,739,0,0,0,0,0
2708,California,Midpines,"Midpines, California",0,0,1427,0,0,0,0,0
2709,California,Midway City,"Midway City, California",0,0,8343,0,0,0,0,0
2710,California,Milford,"Milford, California",0,0,206,0,0,0,0,0
2713,California,Millville,"Millville, California",0,0,678,0,0,0,0,0
2715,California,Mineral,"Mineral, California",0,0,359,0,0,0,0,0
2716,California,Minkler,"Minkler, California",0,0,958,0,0,0,0,0
2717,California,Mira Monte,"Mira Monte, California",0,0,6633,0,0,0,0,0
2719,California,Mission Canyon,"Mission Canyon, California",0,0,2508,0,0,0,0,0
2720,California,Mission Hills,"Mission Hills, California",0,0,3842,0,0,0,0,0
2723,California,Mohawk Vista,"Mohawk Vista, California",0,0,54,0,0,0,0,0
2725,California,Mokelumne Hill,"Mokelumne Hill, California",0,0,691,0,0,0,0,0
2726,California,Monmouth,"Monmouth, California",0,0,111,0,0,0,0,0
2727,California,Mono City,"Mono City, California",0,0,96,0,0,0,0,0
2728,California,Mono Vista,"Mono Vista, California",0,0,3446,0,0,0,0,0
2730,California,Monson,"Monson, California",0,0,283,0,0,0,0,0
2732,California,Montalvin Manor,"Montalvin Manor, California",0,0,2852,0,0,0,0,0
2733,California,Montara,"Montara, California",0,0,2504,0,0,0,0,0
2735,California,Monte Rio,"Monte Rio, California",0,0,977,0,0,0,0,0
2736,California,Monte Sereno,"Monte Sereno, California",0,0,3427,0,0,0,0,0
2738,California,Montecito,"Montecito, California",0,0,8245,0,0,0,0,0
2741,California,Monterey Park Tract,"Monterey Park Tract, California",0,0,272,0,0,0,0,0
2743,California,Monument Hills,"Monument Hills, California",0,0,1466,0,0,0,0,0
2744,California,Moorpark,"Moorpark, California",0,0,36375,0,0,0,0,0
2745,California,Morada,"Morada, California",0,0,3166,0,0,0,0,0
2746,California,Moraga,"Moraga, California",0,0,17783,0,0,0,0,0
2750,California,Morro Bay,"Morro Bay, California",0,0,10543,0,0,0,0,0
2751,California,Moskowite Corner,"Moskowite Corner, California",0,0,121,0,0,0,0,0
2754,California,Mount Hebron,"Mount Hebron, California",0,0,72,0,0,0,0,0
2755,California,Mount Hermon,"Mount Hermon, California",0,0,1259,0,0,0,0,0
2756,California,Mount Laguna,"Mount Laguna, California",0,0,117,0,0,0,0,0
2758,California,Mountain Gate,"Mountain Gate, California",0,0,952,0,0,0,0,0
2759,California,Mountain House,"Mountain House, California",0,0,17966,0,0,0,0,0
2760,California,Mountain Mesa,"Mountain Mesa, California",0,0,1396,0,0,0,0,0
2761,California,Mountain Ranch,"Mountain Ranch, California",0,0,1141,0,0,0,0,0
2763,California,Mountain View Acres,"Mountain View Acres, California",0,0,4447,0,0,0,0,0
2764,California,Muir Beach,"Muir Beach, California",0,0,336,0,0,0,0,0
2767,California,Muscoy,"Muscoy, California",0,0,12562,0,0,0,0,0
2769,California,Myrtletown,"Myrtletown, California",0,0,5222,0,0,0,0,0
2772,California,Needles,"Needles, California",0,0,8752,0,0,0,0,0
2774,California,New Cuyama,"New Cuyama, California",0,0,660,0,0,0,0,0
2775,California,New Pine Creek,"New Pine Creek, California",0,0,88,0,0,0,0,0
2778,California,Newell,"Newell, California",0,0,566,0,0,0,0,0
2781,California,Nicasio,"Nicasio, California",0,0,71,0,0,0,0,0
2783,California,Nicolaus,"Nicolaus, California",0,0,148,0,0,0,0,0
2784,California,Niland,"Niland, California",0,0,631,0,0,0,0,0
2785,California,Nipinnawasee,"Nipinnawasee, California",0,0,349,0,0,0,0,0
2786,California,Nipomo,"Nipomo, California",0,0,17601,0,0,0,0,0
2788,California,Nord,"Nord, California",0,0,312,0,0,0,0,0
2789,California,Norris Canyon,"Norris Canyon, California",0,0,897,0,0,0,0,0
2790,California,North Auburn,"North Auburn, California",0,0,14269,0,0,0,0,0
2791,California,North Edwards,"North Edwards, California",0,0,880,0,0,0,0,0
2792,California,North El Monte,"North El Monte, California",0,0,3933,0,0,0,0,0
2793,California,North Fair Oaks,"North Fair Oaks, California",0,0,14372,0,0,0,0,0
2794,California,North Gate,"North Gate, California",0,0,685,0,0,0,0,0
2796,California,North Lakeport,"North Lakeport, California",0,0,3351,0,0,0,0,0
2797,California,North Richmond,"North Richmond, California",0,0,4085,0,0,0,0,0
2798,California,North San Juan,"North San Juan, California",0,0,178,0,0,0,0,0
2800,California,North Tustin,"North Tustin, California",0,0,24705,0,0,0,0,0
2803,California,Nubieber,"Nubieber, California",0,0,35,0,0,0,0,0
2805,California,Oak Glen,"Oak Glen, California",0,0,430,0,0,0,0,0
2806,California,Oak Hills,"Oak Hills, California",0,0,10444,0,0,0,0,0
2807,California,Oak Park,"Oak Park, California",0,0,13853,0,0,0,0,0
2808,California,Oak Shores,"Oak Shores, California",0,0,348,0,0,0,0,0
2809,California,Oak View,"Oak View, California",0,0,4598,0,0,0,0,0
2814,California,Oakville,"Oakville, California",0,0,91,0,0,0,0,0
2815,California,Oasis,"Oasis, California",0,0,2857,0,0,0,0,0
2816,California,Occidental,"Occidental, California",0,0,823,0,0,0,0,0
2819,California,Ocotillo,"Ocotillo, California",0,0,89,0,0,0,0,0
2820,California,Oildale,"Oildale, California",0,0,34763,0,0,0,0,0
2821,California,Ojai,"Ojai, California",0,0,7470,0,0,0,0,0
2822,California,Olancha,"Olancha, California",0,0,229,0,0,0,0,0
2823,California,Old Fig Garden,"Old Fig Garden, California",0,0,5850,0,0,0,0,0
2824,California,Old Station,"Old Station, California",0,0,31,0,0,0,0,0
2827,California,Onyx,"Onyx, California",0,0,478,0,0,0,0,0
2831,California,Orcutt,"Orcutt, California",0,0,31118,0,0,0,0,0
2832,California,Orick,"Orick, California",0,0,389,0,0,0,0,0
2837,California,Oroville East,"Oroville East, California",0,0,7771,0,0,0,0,0
2839,California,Pacheco,"Pacheco, California",0,0,4361,0,0,0,0,0
2840,California,Pacific Grove,"Pacific Grove, California",0,0,15413,0,0,0,0,0
2843,California,Pajaro Dunes,"Pajaro Dunes, California",0,0,284,0,0,0,0,0
2850,California,Palo Cedro,"Palo Cedro, California",0,0,1143,0,0,0,0,0
2851,California,Palo Verde,"Palo Verde, California",0,0,65,0,0,0,0,0
2852,California,Palos Verdes Estates,"Palos Verdes Estates, California",0,0,13273,0,0,0,0,0
2853,California,Panorama Heights,"Panorama Heights, California",0,0,49,0,0,0,0,0
2855,California,Paradise Park,"Paradise Park, California",0,0,550,0,0,0,0,0
2857,California,Parklawn,"Parklawn, California",0,0,1040,0,0,0,0,0
2858,California,Parksdale,"Parksdale, California",0,0,2451,0,0,0,0,0
2859,California,Parkway,"Parkway, California",0,0,15818,0,0,0,0,0
2860,California,Parkwood,"Parkwood, California",0,0,2183,0,0,0,0,0
2863,California,Pasatiempo,"Pasatiempo, California",0,0,1206,0,0,0,0,0
2864,California,Paskenta,"Paskenta, California",0,0,102,0,0,0,0,0
2866,California,Patterson Tract,"Patterson Tract, California",0,0,2085,0,0,0,0,0
2867,California,Patton Village,"Patton Village, California",0,0,630,0,0,0,0,0
2868,California,Paynes Creek,"Paynes Creek, California",0,0,78,0,0,0,0,0
2869,California,Pearsonville,"Pearsonville, California",0,0,7,0,0,0,0,0
2872,California,Penryn,"Penryn, California",0,0,818,0,0,0,0,0
2874,California,Pescadero,"Pescadero, California",0,0,219,0,0,0,0,0
2876,California,Peters,"Peters, California",0,0,623,0,0,0,0,0
2880,California,Phoenix Lake,"Phoenix Lake, California",0,0,4511,0,0,0,0,0
2882,California,Piedmont,"Piedmont, California",0,0,11135,0,0,0,0,0
2883,California,Pierpoint,"Pierpoint, California",0,0,39,0,0,0,0,0
2884,California,Pike,"Pike, California",0,0,159,0,0,0,0,0
2885,California,Pine Canyon,"Pine Canyon, California",0,0,2369,0,0,0,0,0
2886,California,Pine Flat,"Pine Flat, California",0,0,146,0,0,0,0,0
2887,California,Pine Grove,"Pine Grove, California",0,0,1762,0,0,0,0,0
2888,California,Pine Hills,"Pine Hills, California",0,0,3375,0,0,0,0,0
2889,California,Pine Mountain Club,"Pine Mountain Club, California",0,0,1751,0,0,0,0,0
2890,California,Pine Mountain Lake,"Pine Mountain Lake, California",0,0,2772,0,0,0,0,0
2891,California,Pine Valley,"Pine Valley, California",0,0,1477,0,0,0,0,0
2893,California,Pioneer,"Pioneer, California",0,0,1386,0,0,0,0,0
2894,California,Piru,"Piru, California",0,0,1805,0,0,0,0,0
2895,California,Pismo Beach,"Pismo Beach, California",0,0,8168,0,0,0,0,0
2898,California,Piñon Hills,"Piñon Hills, California",0,0,7661,0,0,0,0,0
2901,California,Plainview,"Plainview, California",0,0,887,0,0,0,0,0
2905,California,Pleasure Point,"Pleasure Point, California",0,0,6076,0,0,0,0,0
2906,California,Plumas Eureka,"Plumas Eureka, California",0,0,364,0,0,0,0,0
2907,California,Plumas Lake,"Plumas Lake, California",0,0,7573,0,0,0,0,0
2908,California,Plymouth,"Plymouth, California",0,0,1076,0,0,0,0,0
2909,California,Point Arena,"Point Arena, California",0,0,449,0,0,0,0,0
2910,California,Point Reyes Station,"Point Reyes Station, California",0,0,288,0,0,0,0,0
2911,California,Pollock Pines,"Pollock Pines, California",0,0,7156,0,0,0,0,0
2913,California,Ponderosa,"Ponderosa, California",0,0,18,0,0,0,0,0
2914,California,Poplar-Cotton Center,"Poplar-Cotton Center, California",0,0,2259,0,0,0,0,0
2915,California,Port Costa,"Port Costa, California",0,0,180,0,0,0,0,0
2918,California,Portola,"Portola, California",0,0,2313,0,0,0,0,0
2919,California,Portola Valley,"Portola Valley, California",0,0,4568,0,0,0,0,0
2920,California,Poso Park,"Poso Park, California",0,0,3,0,0,0,0,0
2922,California,Potter Valley,"Potter Valley, California",0,0,498,0,0,0,0,0
2924,California,Prattville,"Prattville, California",0,0,28,0,0,0,0,0
2925,California,Princeton,"Princeton, California",0,0,382,0,0,0,0,0
2926,California,Proberta,"Proberta, California",0,0,182,0,0,0,0,0
2927,California,Prunedale,"Prunedale, California",0,0,20327,0,0,0,0,0
2928,California,Quartz Hill,"Quartz Hill, California",0,0,10003,0,0,0,0,0
2929,California,Quincy,"Quincy, California",0,0,1952,0,0,0,0,0
2930,California,Rackerby,"Rackerby, California",0,0,208,0,0,0,0,0
2931,California,Rail Road Flat,"Rail Road Flat, California",0,0,191,0,0,0,0,0
2932,California,Rainbow,"Rainbow, California",0,0,2360,0,0,0,0,0
2935,California,Rancho Calaveras,"Rancho Calaveras, California",0,0,7026,0,0,0,0,0
2939,California,Rancho Murieta,"Rancho Murieta, California",0,0,5744,0,0,0,0,0
2940,California,Rancho Palos Verdes,"Rancho Palos Verdes, California",0,0,41530,0,0,0,0,0
2941,California,Rancho San Diego,"Rancho San Diego, California",0,0,21799,0,0,0,0,0
2944,California,Rancho Tehama Reserve,"Rancho Tehama Reserve, California",0,0,1682,0,0,0,0,0
2945,California,Randsburg,"Randsburg, California",0,0,125,0,0,0,0,0
2947,California,Red Corral,"Red Corral, California",0,0,1787,0,0,0,0,0
2948,California,Redcrest,"Redcrest, California",0,0,24,0,0,0,0,0
2956,California,Reliez Valley,"Reliez Valley, California",0,0,3518,0,0,0,0,0
2958,California,Richfield,"Richfield, California",0,0,300,0,0,0,0,0
2961,California,Richvale,"Richvale, California",0,0,209,0,0,0,0,0
2963,California,Ridgemark,"Ridgemark, California",0,0,2872,0,0,0,0,0
2966,California,Rio Oso,"Rio Oso, California",0,0,350,0,0,0,0,0
2967,California,Rio Vista,"Rio Vista, California",0,0,9718,0,0,0,0,0
2968,California,Rio del Mar,"Rio del Mar, California",0,0,9657,0,0,0,0,0
2969,California,Ripley,"Ripley, California",0,0,444,0,0,0,0,0
2971,California,River Pines,"River Pines, California",0,0,566,0,0,0,0,0
2974,California,Riverdale Park,"Riverdale Park, California",0,0,1033,0,0,0,0,0
2976,California,Robbins,"Robbins, California",0,0,421,0,0,0,0,0
2977,California,Robinson Mill,"Robinson Mill, California",0,0,53,0,0,0,0,0
2980,California,Rodriguez Camp,"Rodriguez Camp, California",0,0,101,0,0,0,0,0
2982,California,Rolling Hills,"Rolling Hills, California",0,0,1845,0,0,0,0,0
2983,California,Rolling Hills Estates,"Rolling Hills Estates, California",0,0,8058,0,0,0,0,0
2984,California,Rollingwood,"Rollingwood, California",0,0,3449,0,0,0,0,0
2985,California,Romoland,"Romoland, California",0,0,2295,0,0,0,0,0
2987,California,Rose Hills,"Rose Hills, California",0,0,2771,0,0,0,0,0
2990,California,Rosemont,"Rosemont, California",0,0,23602,0,0,0,0,0
2992,California,Ross,"Ross, California",0,0,2451,0,0,0,0,0
2994,California,Rough and Ready,"Rough and Ready, California",0,0,499,0,0,0,0,0
2995,California,Round Mountain,"Round Mountain, California",0,0,89,0,0,0,0,0
2996,California,Round Valley,"Round Valley, California",0,0,509,0,0,0,0,0
2997,California,Rouse,"Rouse, California",0,0,2031,0,0,0,0,0
3000,California,Ruth,"Ruth, California",0,0,170,0,0,0,0,0
3001,California,Rutherford,"Rutherford, California",0,0,88,0,0,0,0,0
3005,California,Salmon Creek,"Salmon Creek, California",0,0,20,0,0,0,0,0
3007,California,Salton Sea Beach,"Salton Sea Beach, California",0,0,261,0,0,0,0,0
3008,California,Samoa,"Samoa, California",0,0,212,0,0,0,0,0
3009,California,San Andreas,"San Andreas, California",0,0,3120,0,0,0,0,0
3010,California,San Anselmo,"San Anselmo, California",0,0,12476,0,0,0,0,0
3011,California,San Antonio Heights,"San Antonio Heights, California",0,0,3191,0,0,0,0,0
3012,California,San Ardo,"San Ardo, California",0,0,543,0,0,0,0,0
3015,California,San Buenaventura,"San Buenaventura, California",0,0,109106,0,0,0,0,0
3019,California,San Diego Country Estates,"San Diego Country Estates, California",0,0,10514,0,0,0,0,0
3024,California,San Geronimo,"San Geronimo, California",0,0,399,0,0,0,0,0
3026,California,San Joaquin,"San Joaquin, California",0,0,4021,0,0,0,0,0
3028,California,San Juan Bautista,"San Juan Bautista, California",0,0,2104,0,0,0,0,0
3032,California,San Lucas,"San Lucas, California",0,0,543,0,0,0,0,0
3033,California,San Luis Obispo,"San Luis Obispo, California",0,0,62290,0,0,0,0,0
3035,California,San Marino,"San Marino, California",0,0,13048,0,0,0,0,0
3036,California,San Martin,"San Martin, California",0,0,6803,0,0,0,0,0
3040,California,San Pasqual,"San Pasqual, California",0,0,1970,0,0,0,0,0
3043,California,San Simeon,"San Simeon, California",0,0,658,0,0,0,0,0
3044,California,Sand City,"Sand City, California",0,0,399,0,0,0,0,0
3055,California,Santa Nella,"Santa Nella, California",0,0,2135,0,0,0,0,0
3058,California,Santa Rosa Valley,"Santa Rosa Valley, California",0,0,3016,0,0,0,0,0
3059,California,Santa Susana,"Santa Susana, California",0,0,935,0,0,0,0,0
3060,California,Santa Venetia,"Santa Venetia, California",0,0,4474,0,0,0,0,0
3063,California,Saranap,"Saranap, California",0,0,6231,0,0,0,0,0
3065,California,Saticoy,"Saticoy, California",0,0,1242,0,0,0,0,0
3066,California,Sattley,"Sattley, California",0,0,86,0,0,0,0,0
3068,California,Scotia,"Scotia, California",0,0,546,0,0,0,0,0
3069,California,Scotts Valley,"Scotts Valley, California",0,0,11757,0,0,0,0,0
3070,California,Sea Ranch,"Sea Ranch, California",0,0,1134,0,0,0,0,0
3071,California,Seacliff,"Seacliff, California",0,0,3286,0,0,0,0,0
3073,California,Searles Valley,"Searles Valley, California",0,0,1689,0,0,0,0,0
3076,California,Seeley,"Seeley, California",0,0,2010,0,0,0,0,0
3078,California,Sequoia Crest,"Sequoia Crest, California",0,0,38,0,0,0,0,0
3079,California,Sereno del Mar,"Sereno del Mar, California",0,0,80,0,0,0,0,0
3080,California,Seville,"Seville, California",0,0,614,0,0,0,0,0
3082,California,Shandon,"Shandon, California",0,0,1085,0,0,0,0,0
3083,California,Shasta,"Shasta, California",0,0,1573,0,0,0,0,0
3084,California,Shasta Lake,"Shasta Lake, California",0,0,10413,0,0,0,0,0
3085,California,Shaver Lake,"Shaver Lake, California",0,0,473,0,0,0,0,0
3086,California,Shell Ridge,"Shell Ridge, California",0,0,1342,0,0,0,0,0
3087,California,Shelter Cove,"Shelter Cove, California",0,0,580,0,0,0,0,0
3088,California,Sheridan,"Sheridan, California",0,0,1355,0,0,0,0,0
3091,California,Shoshone,"Shoshone, California",0,0,17,0,0,0,0,0
3092,California,Sierra Brooks,"Sierra Brooks, California",0,0,292,0,0,0,0,0
3093,California,Sierra City,"Sierra City, California",0,0,126,0,0,0,0,0
3094,California,Sierra Madre,"Sierra Madre, California",0,0,10793,0,0,0,0,0
3095,California,Sierra Village,"Sierra Village, California",0,0,169,0,0,0,0,0
3096,California,Sierraville,"Sierraville, California",0,0,85,0,0,0,0,0
3098,California,Silver Lakes,"Silver Lakes, California",0,0,5849,0,0,0,0,0
3099,California,Silverado Resort,"Silverado Resort, California",0,0,1018,0,0,0,0,0
3101,California,Sisquoc,"Sisquoc, California",0,0,169,0,0,0,0,0
3102,California,Sky Valley,"Sky Valley, California",0,0,2227,0,0,0,0,0
3103,California,Sleepy Hollow,"Sleepy Hollow, California",0,0,2273,0,0,0,0,0
3104,California,Smartsville,"Smartsville, California",0,0,267,0,0,0,0,0
3105,California,Smith Corner,"Smith Corner, California",0,0,486,0,0,0,0,0
3106,California,Smith River,"Smith River, California",0,0,498,0,0,0,0,0
3108,California,Soda Bay,"Soda Bay, California",0,0,878,0,0,0,0,0
3109,California,Soda Springs,"Soda Springs, California",0,0,46,0,0,0,0,0
3113,California,Sonoma,"Sonoma, California",0,0,33831,0,0,0,0,0
3117,California,South Dos Palos,"South Dos Palos, California",0,0,1756,0,0,0,0,0
3121,California,South Monrovia Island,"South Monrovia Island, California",0,0,6572,0,0,0,0,0
3122,California,South Oroville,"South Oroville, California",0,0,2906,0,0,0,0,0
3123,California,South Pasadena,"South Pasadena, California",0,0,25329,0,0,0,0,0
3125,California,South San Gabriel,"South San Gabriel, California",0,0,8138,0,0,0,0,0
3126,California,South San Jose Hills,"South San Jose Hills, California",0,0,19977,0,0,0,0,0
3127,California,South Taft,"South Taft, California",0,0,1768,0,0,0,0,0
3128,California,South Whittier,"South Whittier, California",0,0,60357,0,0,0,0,0
3129,California,Spaulding,"Spaulding, California",0,0,108,0,0,0,0,0
3131,California,Spring Garden,"Spring Garden, California",0,0,20,0,0,0,0,0
3133,California,Spring Valley Lake,"Spring Valley Lake, California",0,0,8403,0,0,0,0,0
3134,California,Springville,"Springville, California",0,0,965,0,0,0,0,0
3135,California,Squaw Valley,"Squaw Valley, California",0,0,3646,0,0,0,0,0
3136,California,Squirrel Mountain Valley,"Squirrel Mountain Valley, California",0,0,981,0,0,0,0,0
3137,California,St. Helena,"St. Helena, California",0,0,7059,0,0,0,0,0
3138,California,Stallion Springs,"Stallion Springs, California",0,0,3581,0,0,0,0,0
3139,California,Stanford,"Stanford, California",0,0,16326,0,0,0,0,0
3142,California,Stevinson,"Stevinson, California",0,0,177,0,0,0,0,0
3143,California,Stinson Beach,"Stinson Beach, California",0,0,600,0,0,0,0,0
3144,California,Stirling City,"Stirling City, California",0,0,374,0,0,0,0,0
3146,California,Stonyford,"Stonyford, California",0,0,92,0,0,0,0,0
3147,California,Stratford,"Stratford, California",0,0,901,0,0,0,0,0
3149,California,Strawberry,"Strawberry, California",0,0,5527,0,0,0,0,0
3150,California,Sugarloaf Village,"Sugarloaf Village, California",0,0,9,0,0,0,0,0
3153,California,Summerland,"Summerland, California",0,0,844,0,0,0,0,0
3154,California,Sun Village,"Sun Village, California",0,0,13819,0,0,0,0,0
3155,California,Sunny Slopes,"Sunny Slopes, California",0,0,67,0,0,0,0,0
3156,California,Sunnyside,"Sunnyside, California",0,0,4464,0,0,0,0,0
3157,California,Sunnyside-Tahoe City,"Sunnyside-Tahoe City, California",0,0,1164,0,0,0,0,0
3159,California,Sunol,"Sunol, California",0,0,850,0,0,0,0,0
3161,California,Sutter,"Sutter, California",0,0,3005,0,0,0,0,0
3162,California,Sutter Creek,"Sutter Creek, California",0,0,2622,0,0,0,0,0
3163,California,Swall Meadows,"Swall Meadows, California",0,0,251,0,0,0,0,0
3164,California,Taft,"Taft, California",0,0,14898,0,0,0,0,0
3165,California,Taft Heights,"Taft Heights, California",0,0,1998,0,0,0,0,0
3166,California,Taft Mosswood,"Taft Mosswood, California",0,0,1104,0,0,0,0,0
3167,California,Tahoe Vista,"Tahoe Vista, California",0,0,1158,0,0,0,0,0
3168,California,Tahoma,"Tahoma, California",0,0,974,0,0,0,0,0
3169,California,Talmage,"Talmage, California",0,0,1003,0,0,0,0,0
3170,California,Tamalpais-Homestead Valley,"Tamalpais-Homestead Valley, California",0,0,11689,0,0,0,0,0
3172,California,Tarpey Village,"Tarpey Village, California",0,0,3609,0,0,0,0,0
3173,California,Taylorsville,"Taylorsville, California",0,0,198,0,0,0,0,0
3174,California,Tecopa,"Tecopa, California",0,0,168,0,0,0,0,0
3176,California,Tehama,"Tehama, California",0,0,373,0,0,0,0,0
3178,California,Temelec,"Temelec, California",0,0,1620,0,0,0,0,0
3179,California,Temescal Valley,"Temescal Valley, California",0,0,27630,0,0,0,0,0
3181,California,Templeton,"Templeton, California",0,0,7838,0,0,0,0,0
3182,California,Tennant,"Tennant, California",0,0,26,0,0,0,0,0
3183,California,Terminous,"Terminous, California",0,0,446,0,0,0,0,0
3185,California,Teviston,"Teviston, California",0,0,881,0,0,0,0,0
3187,California,Thermalito,"Thermalito, California",0,0,6894,0,0,0,0,0
3188,California,Thornton,"Thornton, California",0,0,1033,0,0,0,0,0
3192,California,Three Rocks,"Three Rocks, California",0,0,249,0,0,0,0,0
3193,California,Tiburon,"Tiburon, California",0,0,9084,0,0,0,0,0
3194,California,Timber Cove,"Timber Cove, California",0,0,141,0,0,0,0,0
3195,California,Tipton,"Tipton, California",0,0,3238,0,0,0,0,0
3196,California,Tomales,"Tomales, California",0,0,191,0,0,0,0,0
3197,California,Tonyville,"Tonyville, California",0,0,388,0,0,0,0,0
3198,California,Tooleville,"Tooleville, California",0,0,167,0,0,0,0,0
3199,California,Topanga,"Topanga, California",0,0,7900,0,0,0,0,0
3200,California,Topaz,"Topaz, California",0,0,126,0,0,0,0,0
3201,California,Toro Canyon,"Toro Canyon, California",0,0,1728,0,0,0,0,0
3204,California,Tranquillity,"Tranquillity, California",0,0,809,0,0,0,0,0
3205,California,Traver,"Traver, California",0,0,754,0,0,0,0,0
3206,California,Tres Pinos,"Tres Pinos, California",0,0,683,0,0,0,0,0
3208,California,Trinity Center,"Trinity Center, California",0,0,154,0,0,0,0,0
3209,California,Trinity Village,"Trinity Village, California",0,0,253,0,0,0,0,0
3210,California,Trona,"Trona, California",0,0,40,0,0,0,0,0
3211,California,Trowbridge,"Trowbridge, California",0,0,254,0,0,0,0,0
3214,California,Tulelake,"Tulelake, California",0,0,978,0,0,0,0,0
3215,California,Tuolumne City,"Tuolumne City, California",0,0,1583,0,0,0,0,0
3216,California,Tupman,"Tupman, California",0,0,144,0,0,0,0,0
3219,California,Tuttle,"Tuttle, California",0,0,94,0,0,0,0,0
3220,California,Tuttletown,"Tuttletown, California",0,0,1003,0,0,0,0,0
3221,California,Twain,"Twain, California",0,0,327,0,0,0,0,0
3222,California,Twain Harte,"Twain Harte, California",0,0,2311,0,0,0,0,0
3224,California,Twin Lakes,"Twin Lakes, California",0,0,5196,0,0,0,0,0
